"ID";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
"36964";"204";"263"
"36965";"657";"928"
"36966";"187";"247"
"36967";"172";"227"
"36968";"172";"227"
"36969";"437";"603"
"36970";"437";"603"
"36971";"200";"271"
"36972";"200";"271"
"36973";"332";"441"
"36974";"242";"337"
"36975";"197";"273"
"36976";"242";"337"
"36977";"327";"460"
"36978";"116";"159"
"36979";"201";"264"
"36980";"222";"286"
"36981";"222";"286"
"36982";"222";"286"
"36983";"246";"337"
"36984";"190";"239"
"36985";"128";"167"
"36986";"243";"338"
"36987";"160";"223"
"36988";"160";"223"
"36989";"160";"223"
"36990";"248";"336"
"36991";"1896";"2576"
"36992";"1284";"1789"
"36993";"2444";"3386"
"36994";"145";"206"
"36995";"547";"662"
"36996";"178";"246"
"36997";"236";"327"
"36998";"252";"335"
"36999";"153";"198"
"37000";"356";"480"
"37001";"226";"306"
"37002";"197";"254"
"37003";"121";"165"
"37004";"354";"488"
"37005";"409";"572"
"37006";"212";"286"
"37007";"423";"612"
"37008";"315";"462"
"37009";"381";"549"
"37010";"164";"231"
"37011";"151";"201"
"37012";"2";"3"
"37013";"357";"506"
"37014";"357";"506"
"37015";"224";"280"
"37016";"234";"293"
"37017";"224";"280"
"37018";"193";"294"
"37019";"203";"287"
"37020";"5";"7"
"37021";"130";"170"
"37022";"58";"77"
"37023";"270";"379"
"37024";"42";"60"
"37025";"5";"7"
"37026";"84";"119"
"37027";"267";"379"
"37028";"601";"831"
"37029";"601";"831"
"37030";"601";"831"
"37031";"86";"117"
"37032";"95";"132"
"37033";"28";"36"
"37034";"416";"570"
"37035";"393";"544"
"37036";"108";"145"
"37037";"230";"316"
"37038";"50";"70"
"37039";"341";"474"
"37040";"564";"786"
"37041";"641";"893"
"37042";"17";"25"
"37043";"50";"71"
"37044";"59";"82"
"37045";"50";"71"
"37046";"141";"206"
"37047";"695";"954"
"37048";"71";"101"
"37049";"489";"673"
"37050";"160";"223"
"37051";"156";"221"
"37052";"155";"220"
"37053";"202";"281"
"37054";"248";"336"
"37055";"269";"355"
"37056";"696";"927"
"37057";"375";"523"
"37058";"477";"670"
"37059";"212";"300"
"37060";"2";"2"
"37061";"1";"1"
"37062";"155";"209"
"37063";"79";"105"
"37064";"100";"143"
"37065";"90";"130"
"37066";"78";"107"
"37067";"281";"354"
"37068";"180";"225"
"37069";"222";"290"
"37070";"190";"239"
"37071";"116";"151"
"37072";"143";"191"
"37073";"128";"167"
"37074";"114";"153"
"37075";"39";"52"
"37076";"171";"222"
"37077";"187";"240"
"37078";"73";"95"
"37079";"130";"171"
"37080";"76";"100"
"37081";"158";"209"
"37082";"361";"517"
"37083";"394";"546"
"37084";"300";"420"
"37085";"487";"682"
"37086";"414";"597"
"37087";"487";"701"
"37088";"517";"739"
"37089";"544";"728"
"37090";"527";"708"
"37091";"251";"340"
"37092";"116";"151"
"37093";"429";"590"
"37094";"97";"126"
"37095";"355";"498"
"37096";"393";"519"
"37097";"198";"252"
"37098";"381";"508"
"37099";"310";"444"
"37100";"336";"480"
"37101";"280";"379"
"37102";"298";"392"
"37103";"216";"296"
"37104";"164";"233"
"37105";"194";"276"
"37106";"146";"214"
"37107";"115";"168"
"37108";"189";"275"
"37109";"233";"331"
"37110";"204";"285"
"37111";"233";"313"
"37112";"248";"364"
"37113";"495";"717"
"37114";"302";"411"
"37115";"247";"336"
"37116";"50";"71"
"37117";"197";"272"
"37118";"280";"394"
"37119";"37";"54"
"37120";"113";"163"
"37121";"213";"324"
"37122";"229";"339"
"37123";"223";"331"
"37124";"132";"186"
"37125";"1717";"2339"
"37126";"1803";"2449"
"37127";"82";"118"
