"ID";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
"5001";"283";"377"
"5002";"192";"268"
"5003";"282";"393"
"5004";"518";"726"
"5005";"493";"690"
"5006";"420";"574"
"5007";"371";"508"
"5008";"249";"337"
"5009";"205";"276"
"5010";"181";"243"
"5011";"402";"531"
"5012";"489";"644"
"5013";"555";"726"
"5014";"95";"129"
"5015";"127";"174"
"5016";"407";"576"
"5017";"507";"694"
"5018";"703";"942"
"5019";"629";"865"
"5020";"767";"1030"
"5021";"681";"914"
"5022";"587";"810"
"5023";"300";"437"
"5024";"523";"733"
"5025";"273";"398"
"5026";"280";"374"
"5027";"202";"279"
"5028";"191";"267"
"5029";"276";"375"
"5030";"637";"852"
"5031";"261";"341"
"5032";"351";"488"
"5033";"377";"519"
"5034";"613";"806"
"5035";"541";"724"
"5036";"522";"707"
"5037";"450";"626"
"5038";"450";"615"
"5039";"210";"290"
"5040";"206";"283"
"5041";"352";"488"
"5042";"278";"390"
"5043";"286";"388"
"5044";"231";"324"
"5045";"315";"429"
"5046";"289";"398"
"5047";"507";"644"
"5048";"183";"255"
"5049";"867";"1177"
"5050";"824";"1122"
"5051";"565";"754"
"5052";"631";"843"
"5053";"665";"880"
"5054";"524";"699"
"5055";"615";"850"
"5056";"428";"585"
"5057";"538";"751"
"5058";"254";"340"
"5059";"208";"279"
"5060";"532";"714"
"5061";"449";"600"
"5062";"608";"820"
"5063";"562";"747"
"5064";"144";"203"
"5065";"176";"250"
"5066";"218";"306"
"5067";"207";"275"
"5068";"409";"553"
"5069";"488";"666"
"5070";"429";"590"
"5071";"461";"634"
"5072";"452";"628"
"5073";"436";"614"
"5074";"436";"614"
"5075";"162";"236"
"5076";"436";"614"
"5077";"162";"236"
"5078";"315";"438"
"5079";"315";"438"
"5080";"497";"695"
"5081";"432";"606"
"5082";"436";"614"
"5083";"436";"614"
"5084";"462";"604"
"5085";"242";"342"
"5086";"282";"395"
"5087";"434";"605"
"5088";"403";"558"
"5089";"491";"641"
"5090";"533";"741"
"5091";"479";"666"
"5092";"1543";"2133"
"5093";"1597";"2207"
"5094";"1703";"2346"
"5095";"1768";"2430"
"5096";"1803";"2469"
"5097";"259";"362"
"5098";"205";"288"
"5099";"274";"380"
"5100";"276";"383"
"5101";"363";"506"
"5102";"436";"604"
"5103";"346";"487"
"5104";"352";"459"
"5105";"261";"379"
"5106";"397";"515"
"5107";"368";"489"
"5108";"1417";"1951"
"5109";"413";"570"
"5110";"251";"342"
"5111";"210";"289"
"5112";"261";"362"
"5113";"187";"259"
"5114";"1433";"1976"
"5115";"459";"640"
"5116";"442";"615"
"5117";"436";"566"
"5118";"623";"827"
"5119";"717";"985"
"5120";"636";"872"
"5121";"702";"961"
"5122";"747";"1019"
"5123";"1565";"2159"
"5124";"1540";"2120"
"5125";"1549";"2131"
"5126";"283";"404"
"5127";"324";"455"
"5128";"281";"380"
"5129";"318";"429"
"5130";"347";"471"
"5131";"313";"428"
"5132";"249";"343"
"5133";"74";"101"
"5134";"106";"146"
"5135";"105";"149"
"5136";"35";"50"
"5137";"122";"171"
"5138";"101";"142"
"5139";"579";"802"
"5140";"607";"802"
"5141";"621";"821"
"5142";"587";"773"
"5143";"184";"258"
"5144";"133";"184"
"5145";"188";"264"
"5146";"53";"73"
"5147";"215";"303"
"5148";"81";"115"
